image,subject,confidence
2017-12-19_20-42-22_UTC_2.jpg,hand-held computer,0.427540123462677
2016-05-10_01-19-04_UTC.jpg,wombat,0.2970120906829834
2015-03-20_23-28-22_UTC.jpg,traffic light,0.8600008487701416
2023-11-01_23-40-55_UTC_1.jpg,brass,0.5836822390556335
2018-11-12_03-51-46_UTC.jpg,bell cote,0.2755218744277954
2015-08-13_04-17-57_UTC.jpg,vending machine,0.08641605079174042
2025-01-11_02-30-17_UTC.jpg,hand-held computer,0.3431687355041504
2015-06-22_18-16-01_UTC.jpg,traffic light,0.1769447773694992
2015-09-08_07-07-05_UTC.jpg,power drill,0.7540614008903503
2014-11-09_06-55-13_UTC.jpg,bakery,0.10183950513601303
2023-10-22_23-43-10_UTC_3.jpg,puffer,0.32846352458000183
2014-04-16_06-25-59_UTC.jpg,mosque,0.1255703568458557
2015-08-02_00-32-49_UTC.jpg,marimba,0.7596238255500793
2023-11-01_23-40-55_UTC_3.jpg,stethoscope,0.19481272995471954
2018-07-19_01-49-32_UTC_2.jpg,shovel,0.18718492984771729
2014-07-03_01-19-34_UTC.jpg,sandal,0.3360844850540161
2016-04-27_04-15-10_UTC.jpg,shower cap,0.328866183757782
2015-01-30_02-09-10_UTC.jpg,mosque,0.2974548935890198
2014-11-12_01-10-15_UTC.jpg,marimba,0.417234867811203
2016-11-01_01-46-06_UTC.jpg,marimba,0.1969093531370163
2016-11-19_17-49-15_UTC.jpg,solar dish,0.28295716643333435
2018-08-13_03-18-08_UTC.jpg,trombone,0.07767374068498611
2014-11-18_02-36-21_UTC.jpg,wombat,0.09263206273317337
2014-12-02_03-24-15_UTC.jpg,vacuum,0.1383783370256424
2015-05-19_00-54-19_UTC.jpg,traffic light,0.3885013461112976
2015-07-12_17-57-05_UTC.jpg,ski,0.13420458137989044
2014-06-04_22-11-48_UTC.jpg,shovel,0.6531865000724792
2017-06-29_23-06-54_UTC.jpg,marimba,0.582499086856842
2014-07-10_18-44-40_UTC.jpg,hook,0.7962237596511841
2016-05-20_00-35-18_UTC.jpg,breakwater,0.08684419840574265
2023-09-07_16-38-27_UTC.jpg,traffic light,0.5924696922302246
2015-05-28_02-06-07_UTC.jpg,traffic light,0.31078505516052246
2023-03-03_19-22-09_UTC.jpg,shower cap,0.1441202163696289
2017-12-19_20-42-22_UTC_1.jpg,car mirror,0.12129929661750793
2018-03-03_00-24-42_UTC.jpg,bassoon,0.24458642303943634
2015-10-13_15-13-09_UTC.jpg,power drill,0.5200397968292236
2023-11-01_23-40-55_UTC_2.jpg,hand-held computer,0.19769485294818878
2016-01-24_19-15-21_UTC.jpg,vacuum,0.2470017373561859
2015-05-15_16-08-43_UTC.jpg,iron,0.2108670026063919
2018-07-07_03-16-39_UTC.jpg,hook,0.27384620904922485
2016-03-24_16-41-06_UTC.jpg,traffic light,0.26883700489997864
2018-07-15_02-29-22_UTC.jpg,marimba,0.18910522758960724
2023-10-22_23-43-10_UTC_2.jpg,power drill,0.08086425811052322
2023-10-22_23-43-10_UTC_6.jpg,hand-held computer,0.16580738127231598
2015-04-22_15-34-49_UTC.jpg,marimba,0.14960385859012604
2015-06-05_04-19-46_UTC.jpg,traffic light,0.5806897878646851
2015-08-26_06-03-21_UTC.jpg,throne,0.23565618693828583
2014-04-21_00-15-32_UTC.jpg,shovel,0.20078371465206146
2015-04-26_06-50-27_UTC.jpg,traffic light,0.5360016822814941
2014-10-15_23-45-43_UTC.jpg,plastic bag,0.47423046827316284
2015-03-04_04-48-43_UTC.jpg,carbonara,0.47815412282943726
2014-12-13_19-01-26_UTC.jpg,power drill,0.8477280139923096
2024-05-08_17-06-01_UTC.jpg,shovel,0.17871585488319397
2015-02-17_14-29-16_UTC.jpg,traffic light,0.8256110548973083
2017-12-15_04-32-50_UTC_2.jpg,trailer truck,0.29643696546554565
2015-07-24_05-24-15_UTC.jpg,fire engine,0.7685002088546753
2015-07-23_00-27-54_UTC.jpg,shower cap,0.5067378282546997
2015-01-13_04-54-03_UTC.jpg,marimba,0.37615469098091125
2018-03-19_04-43-14_UTC.jpg,marimba,0.8409019112586975
2015-07-29_00-09-46_UTC.jpg,marimba,0.3664408028125763
2014-11-16_00-22-45_UTC.jpg,traffic light,0.7357046604156494
2016-07-11_02-13-41_UTC.jpg,ski,0.4452410340309143
2016-07-03_15-56-33_UTC.jpg,shovel,0.22883400321006775
2014-12-21_20-35-00_UTC.jpg,marimba,0.8163978457450867
2016-09-08_18-44-37_UTC.jpg,airship,0.14403750002384186
2018-03-01_03-11-02_UTC.jpg,whistle,0.4947223961353302
2015-01-01_23-31-32_UTC.jpg,marimba,0.9325417876243591
2014-11-28_21-36-28_UTC.jpg,marimba,0.2750895917415619
2019-04-23_00-12-45_UTC.jpg,shovel,0.06326145678758621
2016-06-14_22-37-20_UTC.jpg,oscilloscope,0.09231839329004288
2014-11-26_20-01-54_UTC.jpg,marimba,0.6461129188537598
2015-01-16_21-48-52_UTC.jpg,trailer truck,0.09762097895145416
2014-05-23_01-30-03_UTC.jpg,acorn,0.3622830808162689
2015-02-16_01-34-07_UTC.jpg,valley,0.7953006625175476
2014-07-15_02-07-52_UTC.jpg,entertainment center,0.10429687798023224
2015-02-14_20-19-35_UTC.jpg,traffic light,0.7737234234809875
2019-11-16_15-41-25_UTC.jpg,traffic light,0.3157552182674408
2014-06-04_14-10-15_UTC.jpg,marimba,0.6112596988677979
2023-08-05_00-34-50_UTC.jpg,traffic light,0.13842764496803284
2015-07-19_04-10-18_UTC.jpg,traffic light,0.2467145323753357
2014-12-03_00-20-08_UTC.jpg,marimba,0.22792330384254456
2014-01-23_23-15-18_UTC.jpg,traffic light,0.3827921450138092
2015-02-17_21-30-11_UTC.jpg,traffic light,0.573917806148529
2014-11-22_01-09-07_UTC.jpg,traffic light,0.9415541291236877
2015-08-28_17-50-41_UTC.jpg,marimba,0.22227342426776886
2015-10-16_02-16-02_UTC.jpg,liner,0.1418154388666153
2018-09-28_00-37-22_UTC.jpg,stethoscope,0.19755852222442627
2014-10-08_16-04-53_UTC.jpg,web site,0.22994926571846008
2015-07-15_22-04-25_UTC.jpg,ladle,0.3755759000778198
2017-12-09_19-35-16_UTC.jpg,traffic light,0.26020824909210205
2018-07-19_01-49-32_UTC_4.jpg,hook,0.24998873472213745
2024-02-28_14-45-00_UTC.jpg,marimba,0.2677789330482483
2014-11-30_04-58-25_UTC.jpg,traffic light,0.33131417632102966
2014-11-26_04-52-29_UTC.jpg,traffic light,0.20688213407993317
2021-09-03_15-14-11_UTC.jpg,lycaenid,0.3307763338088989
2014-12-08_12-33-17_UTC.jpg,marimba,0.7620682716369629
2014-06-08_16-31-39_UTC.jpg,vase,0.1640954613685608
2014-11-22_00-03-00_UTC.jpg,marimba,0.2747875452041626
2015-07-06_22-02-12_UTC.jpg,vacuum,0.04193960875272751
2015-08-05_02-39-54_UTC.jpg,shower cap,0.13069750368595123
2015-02-14_23-30-18_UTC.jpg,waffle iron,0.27234041690826416
2017-05-04_23-14-45_UTC.jpg,entertainment center,0.34832364320755005
2014-07-27_21-36-14_UTC.jpg,home theater,0.2803246080875397
2014-11-28_23-37-31_UTC_styled_1.jpg,face powder,0.06505073606967926
2018-11-09_22-05-47_UTC.jpg,quail,0.3063921630382538
2017-09-14_14-38-46_UTC.jpg,traffic light,0.890326738357544
2014-12-31_21-52-33_UTC.jpg,marimba,0.5333430171012878
2024-04-19_13-44-31_UTC.jpg,waffle iron,0.08855043351650238
2021-05-08_20-23-58_UTC.jpg,traffic light,0.4516448676586151
2015-05-18_01-01-38_UTC.jpg,shovel,0.35339459776878357
2023-09-08_11-19-56_UTC.jpg,hand-held computer,0.20518086850643158
2015-12-04_21-30-21_UTC.jpg,marimba,0.16705472767353058
2014-07-03_01-18-58_UTC.jpg,packet,0.20649513602256775
2025-01-12_18-38-54_UTC.jpg,traffic light,0.45994678139686584
2015-10-06_04-55-23_UTC.jpg,hand-held computer,0.13768158853054047
2024-12-01_23-58-57_UTC.jpg,power drill,0.1482507884502411
2014-11-08_03-02-31_UTC.jpg,traffic light,0.44194358587265015
2015-05-17_17-13-29_UTC.jpg,dial telephone,0.31658169627189636
2014-11-30_06-34-12_UTC.jpg,marimba,0.23290789127349854
2019-11-19_22-34-49_UTC.jpg,Indian cobra,0.14637167751789093
2018-02-19_23-00-48_UTC.jpg,whistle,0.3124876320362091
2017-05-08_23-45-57_UTC.jpg,pill bottle,0.39776870608329773
2014-12-31_03-15-52_UTC.jpg,traffic light,0.6912327408790588
2015-06-11_17-24-54_UTC.jpg,traffic light,0.9557822346687317
2016-07-12_03-27-45_UTC.jpg,shovel,0.35992512106895447
2015-09-28_03-43-17_UTC.jpg,marimba,0.35032686591148376
2023-09-13_14-49-17_UTC.jpg,traffic light,0.6029611825942993
2014-11-28_21-38-34_UTC.jpg,marimba,0.9419540762901306
2017-06-25_22-36-16_UTC.jpg,ping-pong ball,0.08564155548810959
2014-06-13_23-12-33_UTC.jpg,shovel,0.7731464505195618
2019-11-09_00-20-07_UTC.jpg,jersey,0.15446187555789948
2015-02-12_16-31-24_UTC.jpg,traffic light,0.21053358912467957
2014-12-11_03-14-06_UTC.jpg,vacuum,0.1706942617893219
2016-05-07_04-17-50_UTC.jpg,paintbrush,0.23054969310760498
2023-11-01_00-07-50_UTC_2.jpg,power drill,0.35863059759140015
2024-12-15_02-01-53_UTC.jpg,traffic light,0.2536447048187256
2025-01-06_00-14-19_UTC.jpg,traffic light,0.4035800099372864
2014-06-15_04-48-03_UTC.jpg,dial telephone,0.32648125290870667
2014-11-12_16-17-13_UTC.jpg,whistle,0.3000583052635193
2016-11-25_17-06-12_UTC.jpg,traffic light,0.1999298334121704
2014-11-19_00-07-09_UTC.jpg,marimba,0.30482321977615356
2023-10-16_22-00-43_UTC.jpg,traffic light,0.3668883740901947
2014-09-05_01-28-30_UTC.jpg,traffic light,0.14280526340007782
2018-09-04_18-57-35_UTC.jpg,marimba,0.09951692819595337
2021-09-02_16-37-38_UTC.jpg,lycaenid,0.2765652537345886
2018-03-05_02-29-10_UTC.jpg,whistle,0.17958128452301025
2019-01-24_20-36-45_UTC.jpg,entertainment center,0.19302542507648468
2016-01-05_08-17-14_UTC.jpg,bolo tie,0.3337229788303375
2016-11-17_04-44-03_UTC.jpg,bassoon,0.17642559111118317
2015-04-19_01-34-12_UTC.jpg,traffic light,0.17836856842041016
2023-10-25_19-19-34_UTC_2.jpg,traffic light,0.45782846212387085
2014-11-29_01-04-34_UTC.jpg,marimba,0.6809998154640198
2015-02-07_00-20-22_UTC.jpg,wooden spoon,0.13940107822418213
2015-04-12_03-37-57_UTC.jpg,marimba,0.38200488686561584
2015-08-01_19-29-04_UTC.jpg,traffic light,0.7245029211044312
2014-12-30_22-43-24_UTC.jpg,marimba,0.5384559035301208
2015-02-23_04-11-46_UTC.jpg,bath towel,0.201416477560997
2014-09-02_07-13-01_UTC.jpg,wombat,0.348010778427124
2014-11-18_01-06-26_UTC.jpg,traffic light,0.8082097172737122
