image_name,main_subject,confidence,detected_objects
2015-03-21_23-36-11_UTC.jpg,traffic light,0.30,
2014-02-17_23-34-04_UTC.jpg,marimba,0.14,
2015-07-19_16-43-22_UTC.jpg,teapot,0.07,
2015-12-22_04-37-13_UTC.jpg,teapot,0.20,
2017-12-07_02-02-42_UTC.jpg,traffic light,0.22,
2018-07-07_18-55-00_UTC_1.jpg,sweatshirt,0.31,
2018-07-14_01-44-29_UTC_1.jpg,umbrella,0.42,
2019-11-23_19-58-00_UTC.jpg,traffic light,0.26,
2014-05-16_00-06-59_UTC.jpg,pier,0.26,
2018-07-17_00-49-08_UTC.jpg,paintbrush,0.47,
2016-03-09_17-26-46_UTC.jpg,traffic light,0.31,
2014-06-14_16-06-29_UTC.jpg,traffic light,0.05,
2015-02-13_22-35-04_UTC.jpg,traffic light,0.21,
2015-05-31_17-06-36_UTC.jpg,bakery,0.23,
2023-11-07_22-16-24_UTC_1.jpg,power drill,0.21,
2016-09-06_23-59-15_UTC.jpg,shovel,0.22,
2016-04-28_03-57-45_UTC.jpg,speedboat,0.42,
2014-12-21_21-35-37_UTC.jpg,marimba,0.58,
2014-11-13_04-19-55_UTC.jpg,whistle,0.35,
2014-10-22_04-07-57_UTC.jpg,traffic light,0.21,
2015-02-04_10-27-02_UTC.jpg,microwave,0.16,
2016-05-18_22-53-57_UTC.jpg,paintbrush,0.13,
2014-06-01_16-18-42_UTC.jpg,traffic light,0.60,
2016-08-20_23-20-24_UTC.jpg,bathing cap,0.16,
2015-07-30_19-55-48_UTC.jpg,hand-held computer,0.84,
2018-07-08_16-16-07_UTC_2.jpg,hand-held computer,0.14,
2024-03-19_18-28-09_UTC.jpg,mosque,0.05,
2015-01-13_22-37-53_UTC.jpg,bell cote,0.12,
2023-02-14_22-31-52_UTC.jpg,traffic light,0.50,
2015-09-07_17-45-32_UTC.jpg,power drill,0.22,
2025-01-14_21-59-07_UTC.jpg,traffic light,0.12,
2015-06-09_03-48-05_UTC.jpg,dial telephone,0.44,
2014-06-04_21-17-58_UTC.jpg,shovel,0.45,
2023-11-15_16-53-54_UTC_2.jpg,dome,0.26,
2023-09-25_16-42-43_UTC.jpg,marimba,0.45,
2014-02-10_19-52-38_UTC.jpg,entertainment center,0.43,
2023-10-10_20-43-06_UTC.jpg,traffic light,0.18,
2015-03-21_17-15-47_UTC.jpg,mashed potato,0.04,
2014-06-08_20-58-01_UTC.jpg,bubble,0.59,
2023-11-06_03-09-54_UTC_1.jpg,power drill,0.43,
2017-05-08_18-26-15_UTC.jpg,vending machine,0.31,
2018-07-18_00-28-58_UTC.jpg,abacus,0.34,
2015-09-07_23-11-01_UTC.jpg,power drill,0.37,
2014-12-12_03-01-59_UTC.jpg,traffic light,0.65,
2018-07-07_18-55-00_UTC_2.jpg,shovel,0.15,
2015-11-19_06-50-49_UTC.jpg,entertainment center,0.54,
2016-03-14_01-10-52_UTC.jpg,traffic light,0.30,
2014-12-29_03-56-58_UTC.jpg,iron,0.10,
2018-09-20_01-02-46_UTC.jpg,power drill,0.63,
2017-08-05_19-11-22_UTC.jpg,bell cote,0.16,
2018-07-14_01-44-29_UTC_3.jpg,bobsled,0.10,
2018-07-07_18-55-00_UTC_3.jpg,power drill,0.69,
2015-05-05_17-20-35_UTC.jpg,bow,0.43,
2015-03-01_05-22-33_UTC.jpg,traffic light,0.38,
2015-04-15_01-22-59_UTC.jpg,traffic light,0.72,
2015-05-09_21-40-12_UTC.jpg,traffic light,0.81,
2014-12-04_23-37-07_UTC.jpg,traffic light,0.95,
2015-08-21_01-35-37_UTC.jpg,ski mask,0.15,
2014-06-25_21-01-38_UTC.jpg,pay-phone,0.36,
2014-04-06_06-13-06_UTC.jpg,bikini,0.13,
2018-08-20_21-05-24_UTC.jpg,perfume,0.10,
2015-02-14_00-28-01_UTC.jpg,hand-held computer,0.15,
2016-03-31_02-54-29_UTC.jpg,traffic light,0.44,
2024-03-09_22-04-24_UTC.jpg,shovel,0.31,
2014-09-10_21-05-24_UTC.jpg,entertainment center,0.37,
2014-06-05_03-31-46_UTC.jpg,bakery,0.11,
2019-04-24_02-06-17_UTC.jpg,shovel,0.56,
2019-01-21_20-29-52_UTC_4.jpg,shower cap,0.27,
2016-05-04_03-20-24_UTC.jpg,traffic light,0.06,
2015-01-31_00-46-32_UTC.jpg,hook,0.24,
2016-12-07_03-38-03_UTC.jpg,fire engine,0.12,
2018-07-01_02-50-01_UTC_2.jpg,web site,0.61,
2018-09-10_03-29-30_UTC.jpg,hand-held computer,0.51,
2024-11-17_02-42-18_UTC.jpg,traffic light,0.57,
2015-07-31_18-29-12_UTC.jpg,power drill,0.34,
2014-01-10_02-10-38_UTC.jpg,hook,0.46,
2023-10-30_17-54-45_UTC.jpg,marimba,0.70,
2019-03-18_16-51-35_UTC.jpg,power drill,0.69,
2015-04-27_05-06-54_UTC.jpg,thresher,0.24,
2018-08-21_22-06-03_UTC_styled_1.jpg,power drill,0.53,
2018-07-26_02-20-24_UTC.jpg,brass,0.19,
2018-03-17_21-55-05_UTC.jpg,hand-held computer,0.26,
2014-11-12_02-48-47_UTC.jpg,marimba,0.72,
2014-12-06_17-48-38_UTC.jpg,plow,0.27,
2014-05-31_20-24-48_UTC.jpg,hand-held computer,0.10,
2016-02-29_04-33-40_UTC.jpg,shovel,0.45,
2024-03-14_13-32-28_UTC.jpg,web site,0.40,
2017-12-10_01-02-21_UTC_1.jpg,marimba,0.43,
2019-04-20_02-55-24_UTC.jpg,hand-held computer,0.28,
2016-05-05_04-02-43_UTC.jpg,jersey,0.26,
2015-09-27_04-02-54_UTC.jpg,shower cap,0.43,
2024-10-21_23-02-15_UTC.jpg,marimba,0.35,
2014-12-05_04-42-55_UTC.jpg,teapot,0.70,
2015-07-19_21-57-33_UTC.jpg,paintbrush,0.48,
2015-01-08_22-48-02_UTC.jpg,traffic light,0.86,
2018-11-07_02-41-29_UTC_2.jpg,shower cap,0.53,
2016-01-02_23-34-29_UTC.jpg,jersey,0.05,
2015-02-18_01-28-03_UTC.jpg,shovel,0.58,
2018-10-24_18-11-09_UTC.jpg,trailer truck,0.12,
2014-11-07_03-48-11_UTC_styled_1.jpg,traffic light,0.26,
2018-11-14_21-35-27_UTC.jpg,sandal,0.58,
2015-03-13_17-34-02_UTC_styled_1.jpg,traffic light,0.78,
2014-06-06_03-23-03_UTC.jpg,shovel,0.88,
2017-09-21_22-53-04_UTC.jpg,traffic light,0.90,
2015-11-16_07-41-02_UTC.jpg,traffic light,0.56,
2016-02-15_23-38-59_UTC.jpg,entertainment center,0.15,
2015-02-16_23-31-39_UTC.jpg,traffic light,0.56,
2015-05-24_00-17-11_UTC.jpg,shovel,0.17,
2015-01-28_22-49-53_UTC.jpg,quill,0.20,
2017-12-25_03-09-30_UTC_7.jpg,ski mask,0.29,
2015-08-08_17-18-16_UTC.jpg,brass,0.05,
2015-01-21_22-02-57_UTC.jpg,thresher,0.18,
2016-06-21_01-36-51_UTC.jpg,bolo tie,0.40,
2015-07-29_03-21-10_UTC.jpg,traffic light,0.29,
2014-12-08_02-54-55_UTC.jpg,marimba,0.21,
2015-07-24_20-37-28_UTC.jpg,power drill,0.20,
2018-07-01_02-50-01_UTC_3.jpg,web site,0.44,
2024-11-20_02-24-01_UTC.jpg,traffic light,0.12,
2015-07-23_02-37-32_UTC.jpg,microwave,0.82,
2018-07-01_02-50-01_UTC_1.jpg,web site,0.36,
2019-01-25_22-18-40_UTC.jpg,planetarium,0.22,
2015-04-25_20-26-59_UTC.jpg,traffic light,0.43,
2014-06-22_02-54-13_UTC.jpg,shovel,0.72,
2017-12-25_03-09-30_UTC_10.jpg,mosque,0.74,
2017-12-25_03-09-30_UTC_5.jpg,traffic light,0.06,
2015-05-01_00-22-21_UTC_styled_1.jpg,traffic light,0.50,
2015-12-18_04-50-37_UTC.jpg,traffic light,0.51,
2014-11-15_22-58-46_UTC.jpg,marimba,0.44,
2014-11-11_05-43-56_UTC.jpg,traffic light,0.48,
2015-01-19_00-59-29_UTC.jpg,hook,0.40,
2015-01-30_23-55-17_UTC.jpg,marimba,0.74,
2023-09-22_19-11-47_UTC.jpg,traffic light,0.18,
2025-01-09_20-57-46_UTC.jpg,web site,0.23,
2015-09-29_03-52-12_UTC.jpg,marimba,0.34,
2018-10-15_23-37-41_UTC.jpg,hand-held computer,0.35,
2017-12-10_01-02-21_UTC_2.jpg,shovel,0.62,
2014-05-29_04-00-55_UTC.jpg,horse cart,0.32,
2015-02-12_02-40-35_UTC.jpg,traffic light,0.64,
2015-09-09_05-06-03_UTC.jpg,joystick,0.14,
2019-11-15_03-42-08_UTC.jpg,traffic light,0.28,
2015-05-03_05-33-11_UTC.jpg,web site,0.35,
2024-03-13_17-07-27_UTC.jpg,traffic light,0.87,
2014-08-11_18-28-21_UTC.jpg,wombat,0.76,
2015-02-20_19-49-07_UTC.jpg,traffic light,0.24,
2015-07-11_22-26-03_UTC.jpg,pop bottle,0.74,
2018-03-07_19-49-08_UTC.jpg,ski,0.36,
2015-09-07_18-26-53_UTC.jpg,marimba,0.87,
2015-09-09_22-30-30_UTC.jpg,marimba,0.54,
2015-07-20_21-26-25_UTC.jpg,web site,0.21,
2023-11-14_23-24-58_UTC.jpg,bathing cap,0.65,
2014-06-09_01-19-29_UTC.jpg,bubble,0.11,
2015-02-12_20-33-58_UTC.jpg,hand-held computer,0.24,
2015-02-12_04-30-02_UTC.jpg,hand-held computer,0.18,
2014-06-08_20-16-27_UTC.jpg,valley,0.17,
2015-05-18_04-29-01_UTC.jpg,ladle,0.10,
2016-06-03_04-01-04_UTC.jpg,web site,0.57,
2018-09-04_03-04-02_UTC.jpg,ski,0.60,
2018-03-13_22-38-52_UTC.jpg,hook,0.40,
2014-06-02_02-02-48_UTC.jpg,traffic light,0.32,
2018-08-28_23-59-53_UTC.jpg,wombat,0.43,
2017-09-15_23-36-55_UTC.jpg,traffic light,0.65,
2019-01-21_20-29-52_UTC_2.jpg,wombat,0.55,
2014-07-28_20-03-32_UTC.jpg,wombat,0.57,
2014-02-17_03-34-05_UTC.jpg,waffle iron,0.19,
2015-08-05_21-11-27_UTC.jpg,vending machine,0.16,
2015-08-18_22-45-55_UTC.jpg,bolo tie,0.19,
2018-07-11_03-32-50_UTC_3.jpg,horse cart,0.37,
2018-07-27_01-29-39_UTC.jpg,torch,0.82,
2018-03-06_03-28-48_UTC_3.jpg,hand-held computer,0.07,
2018-08-07_02-16-17_UTC.jpg,traffic light,0.24,
2024-12-17_22-19-38_UTC.jpg,traffic light,0.12,
2017-12-10_17-47-58_UTC_2.jpg,mosque,0.48,
2015-07-18_20-37-18_UTC.jpg,traffic light,0.46,
2014-12-09_16-27-02_UTC.jpg,traffic light,0.25,
2019-01-28_02-04-27_UTC.jpg,fire engine,0.12,
2018-07-13_03-09-33_UTC.jpg,power drill,0.36,
2018-03-07_03-02-36_UTC.jpg,hand-held computer,0.29,
2023-02-08_16-32-28_UTC.jpg,traffic light,0.55,
2014-02-06_03-53-29_UTC.jpg,wombat,0.20,
2014-12-08_21-42-18_UTC.jpg,marimba,0.57,
2018-12-20_22-56-40_UTC.jpg,thresher,0.75,
2015-02-02_22-33-11_UTC.jpg,traffic light,0.88,
2015-03-11_21-27-40_UTC.jpg,traffic light,0.24,
2025-01-06_22-42-11_UTC.jpg,traffic light,0.38,
2015-02-25_00-42-02_UTC.jpg,shower cap,0.26,
2015-07-21_21-42-41_UTC.jpg,vacuum,0.34,
2018-04-08_17-18-00_UTC_styled_1.jpg,traffic light,0.10,
2021-03-20_17-41-06_UTC.jpg,shovel,0.28,
2015-02-01_06-44-36_UTC.jpg,quill,0.46,
2016-02-15_06-43-57_UTC.jpg,shower cap,0.27,
2018-03-04_05-10-01_UTC_2.jpg,paintbrush,0.24,
2015-11-30_03-05-52_UTC.jpg,traffic light,0.08,
2015-07-05_17-14-51_UTC.jpg,traffic light,0.29,
2014-12-30_01-14-19_UTC.jpg,traffic light,0.44,
2019-04-01_21-39-33_UTC.jpg,power drill,0.37,
2023-11-19_16-11-38_UTC.jpg,vault,0.29,
2015-11-03_03-23-54_UTC.jpg,spaghetti squash,0.13,
2016-03-25_02-46-54_UTC.jpg,traffic light,0.18,
2021-03-23_14-21-10_UTC.jpg,web site,0.13,
2018-08-11_02-15-15_UTC.jpg,flatworm,0.23,
2014-11-13_23-11-00_UTC.jpg,marimba,0.54,
2017-12-25_03-09-30_UTC_1.jpg,vending machine,0.05,
2018-03-06_03-28-48_UTC_2.jpg,face powder,0.19,
2019-01-22_20-53-05_UTC_5.jpg,traffic light,0.12,
2014-11-08_23-55-59_UTC_styled_1.jpg,oscilloscope,0.15,
2018-07-09_04-00-02_UTC_1.jpg,marimba,0.21,
2019-01-29_02-21-17_UTC.jpg,neck brace,0.32,
2019-01-21_20-29-52_UTC_3.jpg,china cabinet,0.37,
2019-01-21_20-29-52_UTC_1.jpg,china cabinet,0.51,
2014-01-30_00-35-04_UTC.jpg,paintbrush,0.50,
2014-11-14_23-11-58_UTC.jpg,sandal,0.13,
2018-07-09_04-00-02_UTC_3.jpg,pillow,0.11,
2016-05-06_03-40-07_UTC.jpg,traffic light,0.67,
2015-08-02_02-17-25_UTC.jpg,hand-held computer,0.10,
2015-01-08_04-17-28_UTC.jpg,jersey,0.26,
2015-02-11_01-35-35_UTC.jpg,traffic light,0.77,
2014-11-25_20-17-01_UTC.jpg,marimba,0.53,
2014-12-12_05-12-00_UTC.jpg,flatworm,0.26,
2018-08-23_14-43-54_UTC.jpg,marimba,0.39,
2018-08-05_03-02-22_UTC.jpg,police van,0.44,
2016-05-12_01-13-31_UTC.jpg,hand-held computer,0.30,
2015-06-19_04-08-27_UTC.jpg,microwave,0.26,
2020-06-26_16-22-00_UTC.jpg,hand-held computer,0.19,
2018-03-04_22-04-17_UTC.jpg,shovel,0.92,
2015-08-06_02-01-19_UTC.jpg,joystick,0.40,
2014-09-02_07-16-24_UTC.jpg,wombat,0.31,
2016-12-19_02-56-56_UTC.jpg,entertainment center,0.81,
2015-05-30_04-54-34_UTC.jpg,dial telephone,0.25,
2014-12-13_00-45-23_UTC.jpg,tench,0.06,
2016-02-27_22-18-55_UTC.jpg,tobacco shop,0.31,
2016-11-22_00-03-14_UTC.jpg,cliff dwelling,0.32,
2020-06-27_18-30-04_UTC.jpg,quill,0.46,
2016-04-29_04-43-55_UTC.jpg,vacuum,0.10,
2014-12-10_23-23-51_UTC.jpg,valley,0.47,
2014-12-14_21-32-44_UTC.jpg,baboon,0.31,
2015-10-17_04-53-50_UTC.jpg,traffic light,0.12,
2017-12-28_20-46-11_UTC.jpg,jersey,0.35,
2018-03-04_05-10-01_UTC_1.jpg,rotisserie,0.15,
2014-11-11_23-47-12_UTC.jpg,harvester,0.29,
2015-01-07_00-10-59_UTC.jpg,traffic light,0.84,
2014-03-12_19-09-42_UTC.jpg,bottlecap,0.07,
2015-02-21_22-48-21_UTC.jpg,marimba,0.50,
2014-11-15_21-56-17_UTC.jpg,hook,0.22,
2014-07-01_21-41-55_UTC.jpg,bobsled,0.06,
2023-09-20_16-13-37_UTC.jpg,traffic light,0.70,
2014-04-18_04-51-42_UTC.jpg,trombone,0.26,
2018-03-06_03-28-48_UTC_1.jpg,bakery,0.19,
2017-12-25_03-09-30_UTC_2.jpg,traffic light,0.11,
2014-12-15_22-52-18_UTC.jpg,marimba,0.49,
2015-07-17_04-30-09_UTC.jpg,traffic light,0.28,
2018-07-11_03-32-50_UTC_1.jpg,marimba,0.73,
2015-02-03_23-43-24_UTC.jpg,oscilloscope,0.30,
2015-05-07_20-42-33_UTC.jpg,cliff dwelling,0.22,
2018-07-09_04-00-02_UTC_2.jpg,safety pin,0.11,
2015-11-28_20-47-59_UTC.jpg,abacus,0.26,
2014-06-08_14-23-00_UTC.jpg,bubble,0.15,
